ymd,country,cc
20200916,Hungary,9
20200916,Iceland,1
20200916,India,423
20200916,Indonesia,329
20200916,Ireland,11
20200916,Israel,17
20200916,Italy,170
20200916,Japan,1173
20200916,Kuwait,1
20200916,Luxembourg,5
20200916,Malaysia,3130
20200916,Maldives,11
20200916,Malta,1
20200916,Mexico,68
20200916,Morocco,9
20200916,Myanmar,1
20200916,Netherlands,91
20200916,New Zealand,41
20200916,Nigeria,2
20200916,Norway,1
20200916,Oman,4
20200916,Pakistan,2
20200916,Panama,1
20200916,Paraguay,2
20200916,Peru,3
20200916,Philippines,145
20200916,Poland,23
20200916,Portugal,53
20200916,Qatar,1
20200916,Romania,40
20200916,Russia,117
20200916,Saudi Arabia,15
20200916,Serbia,2
20200916,Singapore,47
20200916,Sint Maarten,1
20200916,Slovakia,8
20200916,Slovenia,2
20200916,South Africa,115
20200916,South Korea,51
20200916,Spain,128
20200916,Sweden,8
20200916,Switzerland,13
20200916,Taiwan,286
20200916,Thailand,223
20200916,Tunisia,1
20200916,Turkey,161
20200916,United States,464
20200916,Ukraine,2
20200916,United Arab Emirates,91
20200916,United Kingdom,67
20200916,Uruguay,2
20200916,Vietnam,81
20200917,Albania,1
20200917,Argentina,3
20200917,Armenia,1
20200917,Australia,66
20200917,Austria,24
20200917,Bahamas,2
20200917,Bahrain,1
20200917,Belgium,6
20200917,Brazil,137
20200917,Brunei,2
20200917,Bulgaria,7
20200917,Canada,5
20200917,China,5
20200917,Colombia,9
20200917,Cyprus,1
20200917,Czech Republic,7
20200917,Denmark,1
20200917,Dominican Republic,1
20200917,Ecuador,1
20200917,Egypt,13
20200917,El Salvador,1
20200917,Estonia,1
20200917,Finland,1
20200917,France,25
20200917,Germany,38
20200917,Gibraltar,6
20200917,Greece,20
20200917,Hong Kong,15
20200917,Hungary,1
20200917,India,94
20200917,Indonesia,60
20200917,Iraq,1
20200917,Ireland,13
20200917,Israel,18
20200917,Italy,40
20200917,Japan,290
20200917,Jordan,1
20200917,Kuwait,6
20200917,Malaysia,553
20200917,Maldives,1
20200917,Malta,6
20200917,Mexico,41
20200917,Morocco,3
20200917,Netherlands,45
20200917,New Zealand,21
20200917,Peru,2
20200917,Philippines,31
20200917,Poland,16
20200917,Portugal,15
20200917,Qatar,1
20200917,Romania,4
20200917,Russia,49
20200917,Saudi Arabia,5
20200917,Serbia,1
20200917,Singapore,11
20200917,Slovakia,5
20200917,South Africa,25
20200917,South Korea,9
20200917,Spain,131
20200917,Sweden,3
20200917,Switzerland,7
20200917,Taiwan,75
20200917,Tanzania,1
20200917,Thailand,71
20200917,Tunisia,2
20200917,Turkey,201
20200917,United States,92
20200917,Ukraine,1
20200917,United Arab Emirates,17
20200917,United Kingdom,48
20200917,Uruguay,3
20200917,Vietnam,20
20200918,Australia,44
20200918,Austria,1
20200918,Belgium,1
20200918,Brazil,25
20200918,Brunei,2
20200918,Bulgaria,2
20200918,Cambodia,1
20200918,Colombia,1
20200918,Croatia,2
20200918,Czech Republic,2
20200918,Ecuador,1
20200918,Egypt,6
20200918,Finland,1
20200918,France,9
20200918,Germany,10
20200918,Greece,14
20200918,Hong Kong,4
20200918,Hungary,2
20200918,India,27
20200918,Indonesia,5
20200918,Israel,6
20200918,Italy,13
20200918,Japan,217
20200918,Luxembourg,1
20200918,Malaysia,87
20200918,Maldives,10
20200918,Malta,2
20200918,Mexico,9
20200918,Netherlands,9
20200918,New Zealand,10
20200918,Oman,1
20200918,Philippines,10
20200918,Poland,1
20200918,Portugal,3
20200918,Romania,8
20200918,Russia,15
20200918,Serbia,1
20200918,Seychelles,1
20200918,Singapore,9
20200918,Slovakia,5
20200918,South Africa,20
20200918,South Korea,4
20200918,Spain,29
20200918,Sweden,1
20200918,Switzerland,2
20200918,Taiwan,24
20200918,Thailand,2
20200918,Turkey,31
20200918,United States,52
20200918,United Arab Emirates,9
20200918,United Kingdom,3
20200918,Vietnam,7
